Cell_Line,COMPOUND_A,COMPOUND_B,SYNERGY_SCORE,Tissue
MDAMB157,CIDs24964624,CIDs10127622,52.5,breast
MDAMB157,CIDs25262792,CIDs10127622,42.2,breast
MDAMB157,CIDs17755052,CIDs10127622,43.8,breast
MDAMB157,CIDs25262792,CIDs11707110,31.9,breast
MDAMB157,CIDs17755052,CIDs11707110,63.3,breast
MDAMB157,CIDs25227436,CIDs25262792,6.8,breast
MDAMB157,CIDs24964624,CIDs25262792,43.2,breast
MDAMB157,CIDs10127622,CIDs25262792,23.3,breast
MDAMB157,CIDs17755052,CIDs25262792,52.1,breast
MDAMB157,CIDs25227436,CIDs06442177,33.7,breast
MDAMB157,CIDs25262792,CIDs06442177,87.7,breast
MDAMB157,CIDs25227436,CIDs23725625,44.4,breast
MDAMB157,CIDs24964624,CIDs23725625,58.5,breast
MDAMB157,CIDs72793174,CIDs23725625,20.8,breast
MDAMB157,CIDs51039095,CIDs23725625,26.5,breast
MDAMB157,CIDs10127622,CIDs23725625,25.3,breast
MDAMB157,CIDs25262792,CIDs23725625,17.6,breast
MDAMB157,CIDs17755052,CIDs23725625,25.0,breast
MDAMB157,CIDs54751698,CIDs23725625,22.0,breast
MDAMB157,CIDs25227436,CIDs17755052,3.23,breast
MDAMB157,CIDs24964624,CIDs17755052,24.5,breast
MDAMB157,CIDs10127622,CIDs17755052,31.0,breast
MDAMB157,CIDs25262792,CIDs17755052,32.9,breast
MDAMB157,CIDs10127622,CIDs16654980,13.4,breast
MDAMB157,CIDs25262792,CIDs16654980,5.58,breast
MDAMB157,CIDs10127622,CIDs56649450,30.5,breast
MDAMB157,CIDs25262792,CIDs56649450,23.0,breast
MDAMB157,CIDs17755052,CIDs56649450,12.1,breast
MDAMB157,CIDs16654980,CIDs56649450,11.7,breast
MDAMB157,CIDs10127622,CIDs54751698,24.0,breast
MDAMB157,CIDs25262792,CIDs54751698,15.2,breast
MDAMB157,CIDs56649450,CIDs54751698,32.0,breast
MDAMB157,CIDs25227436,CIDs58423153,8.3,breast
MDAMB157,CIDs24964624,CIDs58423153,23.9,breast
MDAMB157,CIDs72793174,CIDs58423153,-0.61,breast
MDAMB157,CIDs51039095,CIDs58423153,23.1,breast
MDAMB157,CIDs10127622,CIDs58423153,39.5,breast
MDAMB157,CIDs25262792,CIDs58423153,24.9,breast
MDAMB157,CIDs17755052,CIDs58423153,42.2,breast
MDAMB157,CIDs54751698,CIDs58423153,63.9,breast
MDAMB157,CIDs25227436,CIDs67970189,13.3,breast
MDAMB157,CIDs24964624,CIDs67970189,2.54,breast
MDAMB157,CIDs72793174,CIDs67970189,32.3,breast
MDAMB157,CIDs51039095,CIDs67970189,26.0,breast
MDAMB157,CIDs10127622,CIDs67970189,6.15,breast
MDAMB157,CIDs25262792,CIDs67970189,3.32,breast
MDAMB157,CIDs17755052,CIDs67970189,-2.48,breast
MDAMB157,CIDs54751698,CIDs67970189,1.74,breast
MDAMB175VII,CIDs11955716,CIDs25227436,-28.4,breast
MDAMB175VII,CIDs00148191,CIDs25227436,18.7,breast
MDAMB175VII,CIDs11520894,CIDs25227436,17.1,breast
MDAMB175VII,CIDs10126189,CIDs11152667,-34.7,breast
MDAMB175VII,CIDs00093860,CIDs11152667,0.0928,breast
MDAMB175VII,CIDs11556711,CIDs11152667,-6.49,breast
MDAMB175VII,CIDs49867930,CIDs11152667,-38.5,breast
MDAMB175VII,CIDs10126189,CIDs00123631,3.84,breast
MDAMB175VII,CIDs11955716,CIDs00123631,-21.6,breast
MDAMB175VII,CIDs11707110,CIDs00123631,16.7,breast
MDAMB175VII,CIDs00148191,CIDs00123631,63.8,breast
MDAMB175VII,CIDs45375953,CIDs00123631,-12.6,breast
MDAMB175VII,CIDs11520894,CIDs00123631,53.7,breast
MDAMB175VII,CIDs25033539,CIDs00123631,44.5,breast
MDAMB175VII,CIDs00093860,CIDs00123631,4.61,breast
MDAMB175VII,CIDs11556711,CIDs00123631,2.34,breast
MDAMB175VII,CIDs49867930,CIDs00123631,23.2,breast
MDAMB175VII,CIDs10126189,CIDs11375205,-14.6,breast
MDAMB175VII,CIDs11707110,CIDs11375205,23.0,breast
MDAMB175VII,CIDs06442177,CIDs11375205,43.4,breast
MDAMB175VII,CIDs00093860,CIDs11375205,-0.615,breast
MDAMB175VII,CIDs11556711,CIDs11375205,-1.78,breast
MDAMB175VII,CIDs00148191,CIDs16659841,-25.8,breast
MDAMB175VII,CIDs11520894,CIDs16659841,-25.5,breast
MDAMB175VII,CIDs24964624,CIDs10127622,60.9,breast
MDAMB175VII,CIDs46930996,CIDs10127622,10.6,breast
MDAMB175VII,CIDs24978538,CIDs10127622,11.5,breast
MDAMB175VII,CIDs10126189,CIDs10127622,7.34,breast
MDAMB175VII,CIDs00148195,CIDs10127622,-22.5,breast
MDAMB175VII,CIDs00005311,CIDs10127622,7.34,breast
MDAMB175VII,CIDs11955716,CIDs10127622,41.2,breast
MDAMB175VII,CIDs11707110,CIDs10127622,27.9,breast
MDAMB175VII,CIDs06442177,CIDs10127622,56.9,breast
MDAMB175VII,CIDs11520894,CIDs10127622,55.3,breast
MDAMB175VII,CIDs16720766,CIDs10127622,-4.91,breast
MDAMB175VII,CIDs25033539,CIDs10127622,-11.6,breast
MDAMB175VII,CIDs00093860,CIDs10127622,3.75,breast
MDAMB175VII,CIDs11556711,CIDs10127622,9.02,breast
MDAMB175VII,CIDs11707110,CIDs25262792,23.6,breast
MDAMB175VII,CIDs00093860,CIDs25262792,0.318,breast
MDAMB175VII,CIDs11556711,CIDs25262792,9.74,breast
MDAMB175VII,CIDs11656518,CIDs23725625,-27.3,breast
MDAMB175VII,CIDs25194865,CIDs23725625,-23.5,breast
MDAMB175VII,CIDs00005376,CIDs23725625,-6.8,breast
MDAMB175VII,CIDs11707110,CIDs23725625,18.3,breast
MDAMB175VII,CIDs00148191,CIDs23725625,-42.2,breast
MDAMB175VII,CIDs06442177,CIDs23725625,17.8,breast
MDAMB175VII,CIDs45375953,CIDs23725625,-81.5,breast
MDAMB175VII,CIDs11167602,CIDs23725625,5.28,breast
MDAMB175VII,CIDs49867930,CIDs23725625,25.0,breast
MDAMB175VII,CIDs24964624,CIDs03081361,16.9,breast
MDAMB175VII,CIDs10126189,CIDs03081361,10.1,breast
MDAMB175VII,CIDs00148195,CIDs03081361,-47.2,breast
MDAMB175VII,CIDs00005311,CIDs03081361,0.353,breast
MDAMB175VII,CIDs11955716,CIDs03081361,18.6,breast
MDAMB175VII,CIDs11707110,CIDs03081361,32.3,breast
MDAMB175VII,CIDs06442177,CIDs03081361,-1.0,breast
MDAMB175VII,CIDs11625818,CIDs03081361,-5.97,breast
MDAMB175VII,CIDs11556711,CIDs03081361,-5.7,breast
MDAMB231,CIDs17755052,CIDs25227436,11.9,breast
MDAMB231,CIDs56649450,CIDs25227436,-1.72,breast
MDAMB231,CIDs54751698,CIDs25227436,-1.36,breast
MDAMB231,CIDs16654980,CIDs25227436,12.4,breast
MDAMB231,CIDs25227436,CIDs24964624,-1.24,breast
MDAMB231,CIDs25262792,CIDs24964624,44.4,breast
MDAMB231,CIDs17755052,CIDs24964624,27.3,breast
MDAMB231,CIDs56649450,CIDs24964624,21.6,breast
MDAMB231,CIDs54751698,CIDs24964624,8.8,breast
MDAMB231,CIDs16654980,CIDs24964624,11.9,breast
MDAMB231,CIDs25227436,CIDs67161792,7.93,breast
MDAMB231,CIDs24964624,CIDs67161792,27.0,breast
MDAMB231,CIDs72793174,CIDs67161792,15.1,breast
MDAMB231,CIDs51039095,CIDs67161792,6.12,breast
MDAMB231,CIDs10127622,CIDs67161792,28.5,breast
MDAMB231,CIDs25262792,CIDs67161792,30.6,breast
MDAMB231,CIDs17755052,CIDs67161792,16.5,breast
MDAMB231,CIDs54751698,CIDs67161792,4.22,breast
MDAMB231,CIDs25227436,CIDs73294313,10.8,breast
MDAMB231,CIDs24964624,CIDs73294313,5.75,breast
MDAMB231,CIDs72793174,CIDs73294313,11.7,breast
MDAMB231,CIDs51039095,CIDs73294313,3.89,breast
MDAMB231,CIDs25262792,CIDs73294313,42.3,breast
MDAMB231,CIDs17755052,CIDs73294313,14.3,breast
MDAMB231,CIDs54751698,CIDs73294313,38.3,breast
MDAMB231,CIDs25227436,CIDs46244453,-15.8,breast
MDAMB231,CIDs24964624,CIDs46244453,-10.6,breast
MDAMB231,CIDs72793174,CIDs46244453,-29.9,breast
MDAMB231,CIDs51039095,CIDs46244453,-15.9,breast
MDAMB231,CIDs10127622,CIDs46244453,-21.4,breast
MDAMB231,CIDs25262792,CIDs46244453,-29.8,breast
MDAMB231,CIDs17755052,CIDs46244453,-22.2,breast
MDAMB231,CIDs54751698,CIDs46244453,-25.4,breast
MDAMB231,CIDs24964624,CIDs72793174,19.4,breast
MDAMB231,CIDs51039095,CIDs72793174,14.1,breast
MDAMB231,CIDs10127622,CIDs72793174,-1.04,breast
MDAMB231,CIDs25262792,CIDs72793174,30.2,breast
MDAMB231,CIDs17755052,CIDs72793174,46.3,breast
MDAMB231,CIDs56649450,CIDs72793174,12.4,breast
MDAMB231,CIDs54751698,CIDs72793174,41.0,breast
MDAMB231,CIDs16654980,CIDs72793174,-4.85,breast
MDAMB231,CIDs25227436,CIDs10163178,-8.51,breast
MDAMB231,CIDs24964624,CIDs10163178,4.24,breast
MDAMB231,CIDs72793174,CIDs10163178,14.3,breast
MDAMB231,CIDs51039095,CIDs10163178,-8.43,breast
MDAMB231,CIDs10127622,CIDs10163178,20.1,breast
MDAMB231,CIDs25262792,CIDs10163178,-3.38,breast
MDAMB231,CIDs17755052,CIDs10163178,1.78,breast
MDAMB231,CIDs54751698,CIDs10163178,14.7,breast
MDAMB231,CIDs25227436,CIDs11375205,13.9,breast
MDAMB231,CIDs24964624,CIDs11375205,18.7,breast
MDAMB231,CIDs72793174,CIDs11375205,-2.49,breast
MDAMB231,CIDs51039095,CIDs11375205,-15.1,breast
MDAMB231,CIDs10127622,CIDs11375205,28.1,breast
MDAMB231,CIDs25262792,CIDs11375205,-2.91,breast
MDAMB231,CIDs17755052,CIDs11375205,4.08,breast
MDAMB231,CIDs56649450,CIDs11375205,-11.9,breast
MDAMB231,CIDs54751698,CIDs11375205,-3.65,breast
MDAMB231,CIDs16654980,CIDs11375205,9.21,breast
MDAMB231,CIDs25227436,CIDs46224759,17.9,breast
MDAMB231,CIDs24964624,CIDs46224759,1.72,breast
MDAMB231,CIDs72793174,CIDs46224759,4.44,breast
MDAMB231,CIDs51039095,CIDs46224759,-1.09,breast
MDAMB231,CIDs10127622,CIDs46224759,10.1,breast
MDAMB231,CIDs25262792,CIDs46224759,14.1,breast
MDAMB231,CIDs17755052,CIDs46224759,-5.18,breast
MDAMB231,CIDs54751698,CIDs46224759,21.4,breast
MDAMB231,CIDs25227436,CIDs74767926,16.8,breast
MDAMB231,CIDs24964624,CIDs74767926,-12.7,breast
MDAMB231,CIDs72793174,CIDs74767926,25.9,breast
MDAMB231,CIDs10127622,CIDs74767926,24.9,breast
MDAMB231,CIDs25262792,CIDs74767926,-9.36,breast
MDAMB231,CIDs17755052,CIDs74767926,-8.06,breast
MDAMB231,CIDs54751698,CIDs74767926,17.3,breast
MDAMB231,CIDs25227436,CIDs51039095,10.3,breast
MDAMB231,CIDs25262792,CIDs51039095,18.3,breast
MDAMB231,CIDs17755052,CIDs51039095,19.0,breast
MDAMB231,CIDs56649450,CIDs51039095,-2.67,breast
MDAMB231,CIDs10127622,CIDs25262792,15.7,breast
MDAMB231,CIDs25227436,CIDs23725625,21.0,breast
MDAMB231,CIDs24964624,CIDs23725625,20.4,breast
MDAMB231,CIDs72793174,CIDs23725625,14.4,breast
MDAMB231,CIDs51039095,CIDs23725625,0.715,breast
MDAMB231,CIDs10127622,CIDs23725625,13.9,breast
MDAMB231,CIDs25262792,CIDs23725625,24.4,breast
MDAMB231,CIDs17755052,CIDs23725625,21.4,breast
MDAMB231,CIDs54751698,CIDs23725625,12.8,breast
MDAMB231,CIDs10127622,CIDs17755052,36.0,breast
MDAMB231,CIDs25262792,CIDs17755052,38.7,breast
MDAMB231,CIDs10127622,CIDs16654980,15.0,breast
MDAMB231,CIDs25262792,CIDs16654980,-4.38,breast
MDAMB231,CIDs10127622,CIDs56649450,40.7,breast
MDAMB231,CIDs25262792,CIDs56649450,17.7,breast
MDAMB231,CIDs17755052,CIDs56649450,19.2,breast
MDAMB231,CIDs16654980,CIDs56649450,9.05,breast
MDAMB231,CIDs10127622,CIDs54751698,21.1,breast
MDAMB231,CIDs25262792,CIDs54751698,18.0,breast
MDAMB231,CIDs56649450,CIDs54751698,39.1,breast
MDAMB231,CIDs25227436,CIDs58423153,7.42,breast
MDAMB231,CIDs24964624,CIDs58423153,19.7,breast
MDAMB231,CIDs72793174,CIDs58423153,59.9,breast
MDAMB231,CIDs51039095,CIDs58423153,5.58,breast
MDAMB231,CIDs10127622,CIDs58423153,18.8,breast
MDAMB231,CIDs25262792,CIDs58423153,19.7,breast
MDAMB231,CIDs17755052,CIDs58423153,10.6,breast
MDAMB231,CIDs54751698,CIDs58423153,33.2,breast
MDAMB231,CIDs25227436,CIDs67970189,13.4,breast
MDAMB231,CIDs24964624,CIDs67970189,7.93,breast
MDAMB231,CIDs72793174,CIDs67970189,67.0,breast
MDAMB231,CIDs51039095,CIDs67970189,2.33,breast
MDAMB231,CIDs10127622,CIDs67970189,16.0,breast
MDAMB231,CIDs25262792,CIDs67970189,9.89,breast
MDAMB231,CIDs17755052,CIDs67970189,10.3,breast
MDAMB231,CIDs54751698,CIDs67970189,14.2,breast
MDAMB361,CIDs24964624,CIDs25227436,21.4,breast
MDAMB361,CIDs00148177,CIDs25227436,3.23,breast
MDAMB361,CIDs00001805,CIDs25227436,4.41,breast
MDAMB361,CIDs46930996,CIDs25227436,9.21,breast
MDAMB361,CIDs24978538,CIDs25227436,18.8,breast
MDAMB361,CIDs10126189,CIDs25227436,13.5,breast
MDAMB361,CIDs11717001,CIDs25227436,-31.6,breast
MDAMB361,CIDs25194865,CIDs25227436,-8.8,breast
MDAMB361,CIDs00002719,CIDs25227436,12.5,breast
MDAMB361,CIDs00104741,CIDs25227436,45.9,breast
MDAMB361,CIDs00148195,CIDs25227436,11.5,breast
MDAMB361,CIDs00004261,CIDs25227436,4.84,breast
MDAMB361,CIDs00005311,CIDs25227436,-15.4,breast
MDAMB361,CIDs11955716,CIDs25227436,-4.52,breast
MDAMB361,CIDs11707110,CIDs25227436,35.0,breast
MDAMB361,CIDs16719221,CIDs25227436,22.8,breast
MDAMB361,CIDs17754438,CIDs25227436,-1.92,breast
MDAMB361,CIDs11494412,CIDs25227436,-22.2,breast
MDAMB361,CIDs11597571,CIDs25227436,1.73,breast
MDAMB361,CIDs00148191,CIDs25227436,42.3,breast
MDAMB361,CIDs06442177,CIDs25227436,41.5,breast
MDAMB361,CIDs45375953,CIDs25227436,13.1,breast
MDAMB361,CIDs11520894,CIDs25227436,37.8,breast
MDAMB361,CIDs16720766,CIDs25227436,-35.0,breast
MDAMB361,CIDs11625818,CIDs25227436,1.27,breast
MDAMB361,CIDs25033539,CIDs25227436,17.1,breast
MDAMB361,CIDs49867926,CIDs25227436,-1.45,breast
MDAMB361,CIDs00176166,CIDs25227436,-6.66,breast
MDAMB361,CIDs00093860,CIDs25227436,30.0,breast
MDAMB361,CIDs11556711,CIDs25227436,17.5,breast
MDAMB361,CIDs11167602,CIDs25227436,5.26,breast
MDAMB361,CIDs24856436,CIDs25227436,0.152,breast
MDAMB361,CIDs49867930,CIDs25227436,2.13,breast
MDAMB361,CIDs25227436,CIDs49846579,-4.92,breast
MDAMB361,CIDs24964624,CIDs49846579,6.18,breast
MDAMB361,CIDs25262792,CIDs49846579,11.7,breast
MDAMB361,CIDs17755052,CIDs49846579,-4.65,breast
MDAMB361,CIDs25227436,CIDs46836568,88.0,breast
MDAMB361,CIDs24964624,CIDs46836568,53.5,breast
MDAMB361,CIDs25262792,CIDs46836568,36.5,breast
MDAMB361,CIDs17755052,CIDs46836568,57.5,breast
MDAMB361,CIDs10127622,CIDs70685869,34.5,breast
MDAMB361,CIDs11707110,CIDs70685869,33.0,breast
MDAMB361,CIDs24964624,CIDs11152667,8.12,breast
MDAMB361,CIDs00148177,CIDs11152667,11.5,breast
MDAMB361,CIDs46244453,CIDs11152667,15.9,breast
MDAMB361,CIDs00001805,CIDs11152667,-1.01,breast
MDAMB361,CIDs46930996,CIDs11152667,10.8,breast
MDAMB361,CIDs24978538,CIDs11152667,16.3,breast
MDAMB361,CIDs10126189,CIDs11152667,80.4,breast
MDAMB361,CIDs11717001,CIDs11152667,-8.66,breast
MDAMB361,CIDs11656518,CIDs11152667,7.4,breast
MDAMB361,CIDs25194865,CIDs11152667,13.9,breast
MDAMB361,CIDs00002719,CIDs11152667,-8.84,breast
MDAMB361,CIDs00104741,CIDs11152667,4.97,breast
MDAMB361,CIDs00148195,CIDs11152667,-2.76,breast
MDAMB361,CIDs00004261,CIDs11152667,15.4,breast
MDAMB361,CIDs00005311,CIDs11152667,-12.0,breast
MDAMB361,CIDs11955716,CIDs11152667,-0.35,breast
MDAMB361,CIDs11707110,CIDs11152667,43.8,breast
MDAMB361,CIDs16719221,CIDs11152667,22.8,breast
MDAMB361,CIDs17754438,CIDs11152667,-6.03,breast
MDAMB361,CIDs11494412,CIDs11152667,-13.9,breast
MDAMB361,CIDs11597571,CIDs11152667,-3.61,breast
MDAMB361,CIDs00148191,CIDs11152667,23.8,breast
MDAMB361,CIDs06442177,CIDs11152667,31.6,breast
MDAMB361,CIDs45375953,CIDs11152667,8.35,breast
MDAMB361,CIDs11520894,CIDs11152667,21.5,breast
MDAMB361,CIDs16720766,CIDs11152667,11.7,breast
MDAMB361,CIDs11625818,CIDs11152667,0.43799999999999994,breast
MDAMB361,CIDs25033539,CIDs11152667,24.9,breast
MDAMB361,CIDs49867926,CIDs11152667,-4.08,breast
MDAMB361,CIDs00176166,CIDs11152667,0.8490000000000001,breast
MDAMB361,CIDs00093860,CIDs11152667,-5.63,breast
MDAMB361,CIDs11556711,CIDs11152667,-4.13,breast
MDAMB361,CIDs11167602,CIDs11152667,-4.7,breast
MDAMB361,CIDs24856436,CIDs11152667,42.0,breast
MDAMB361,CIDs49867930,CIDs11152667,-4.76,breast
MDAMB361,CIDs25227436,CIDs00002719,4.42,breast
MDAMB361,CIDs24964624,CIDs00002719,10.3,breast
MDAMB361,CIDs25262792,CIDs00002719,6.46,breast
MDAMB361,CIDs17755052,CIDs00002719,12.5,breast
MDAMB361,CIDs25227436,CIDs56946894,8.78,breast
MDAMB361,CIDs25262792,CIDs56946894,18.6,breast
MDAMB361,CIDs17755052,CIDs56946894,-4.9,breast
MDAMB361,CIDs25227436,CIDs00123631,44.0,breast
MDAMB361,CIDs00148177,CIDs00123631,-7.82,breast
MDAMB361,CIDs00001805,CIDs00123631,-3.74,breast
MDAMB361,CIDs46930996,CIDs00123631,12.2,breast
MDAMB361,CIDs24978538,CIDs00123631,12.4,breast
MDAMB361,CIDs10126189,CIDs00123631,12.1,breast
MDAMB361,CIDs11717001,CIDs00123631,-24.6,breast
MDAMB361,CIDs11656518,CIDs00123631,4.58,breast
MDAMB361,CIDs25194865,CIDs00123631,20.0,breast
MDAMB361,CIDs00002719,CIDs00123631,-10.6,breast
MDAMB361,CIDs00104741,CIDs00123631,35.7,breast
MDAMB361,CIDs00148195,CIDs00123631,1.97,breast
MDAMB361,CIDs00004261,CIDs00123631,16.4,breast
MDAMB361,CIDs00005311,CIDs00123631,2.09,breast
MDAMB361,CIDs11955716,CIDs00123631,-1.23,breast
MDAMB361,CIDs11707110,CIDs00123631,11.9,breast
MDAMB361,CIDs16719221,CIDs00123631,26.9,breast
MDAMB361,CIDs17754438,CIDs00123631,4.22,breast
MDAMB361,CIDs11494412,CIDs00123631,1.11,breast
MDAMB361,CIDs11597571,CIDs00123631,0.529,breast
MDAMB361,CIDs25262792,CIDs00123631,26.6,breast
MDAMB361,CIDs00148191,CIDs00123631,21.6,breast
MDAMB361,CIDs06442177,CIDs00123631,27.2,breast
MDAMB361,CIDs45375953,CIDs00123631,4.81,breast
MDAMB361,CIDs11520894,CIDs00123631,29.7,breast
MDAMB361,CIDs16720766,CIDs00123631,10.7,breast
MDAMB361,CIDs11625818,CIDs00123631,6.61,breast
MDAMB361,CIDs17755052,CIDs00123631,22.2,breast
MDAMB361,CIDs25033539,CIDs00123631,33.7,breast
MDAMB361,CIDs49867926,CIDs00123631,-9.28,breast
MDAMB361,CIDs00093860,CIDs00123631,7.62,breast
MDAMB361,CIDs11556711,CIDs00123631,76.9,breast
MDAMB361,CIDs11167602,CIDs00123631,-7.99,breast
MDAMB361,CIDs24856436,CIDs00123631,1.31,breast
MDAMB361,CIDs49867930,CIDs00123631,6.85,breast
MDAMB361,CIDs25227436,CIDs11375205,64.5,breast
MDAMB361,CIDs00148177,CIDs11375205,1.56,breast
MDAMB361,CIDs00001805,CIDs11375205,9.06,breast
MDAMB361,CIDs46930996,CIDs11375205,-0.0938,breast
MDAMB361,CIDs24978538,CIDs11375205,10.1,breast
MDAMB361,CIDs10126189,CIDs11375205,42.0,breast
MDAMB361,CIDs11717001,CIDs11375205,-31.7,breast
MDAMB361,CIDs11656518,CIDs11375205,14.2,breast
MDAMB361,CIDs25194865,CIDs11375205,27.7,breast
MDAMB361,CIDs00002719,CIDs11375205,10.1,breast
MDAMB361,CIDs00104741,CIDs11375205,48.3,breast
MDAMB361,CIDs00148195,CIDs11375205,-0.284,breast
MDAMB361,CIDs00004261,CIDs11375205,38.4,breast
MDAMB361,CIDs00005311,CIDs11375205,14.3,breast
MDAMB361,CIDs11955716,CIDs11375205,-2.09,breast
MDAMB361,CIDs11707110,CIDs11375205,21.9,breast
MDAMB361,CIDs16719221,CIDs11375205,10.1,breast
MDAMB361,CIDs17754438,CIDs11375205,-5.03,breast
MDAMB361,CIDs11494412,CIDs11375205,-0.725,breast
MDAMB361,CIDs11597571,CIDs11375205,-18.9,breast
MDAMB361,CIDs25262792,CIDs11375205,48.1,breast
MDAMB361,CIDs00148191,CIDs11375205,55.1,breast
MDAMB361,CIDs06442177,CIDs11375205,45.5,breast
MDAMB361,CIDs45375953,CIDs11375205,14.2,breast
MDAMB361,CIDs11520894,CIDs11375205,38.5,breast
MDAMB361,CIDs16720766,CIDs11375205,8.77,breast
MDAMB361,CIDs11625818,CIDs11375205,10.0,breast
MDAMB361,CIDs17755052,CIDs11375205,70.0,breast
MDAMB361,CIDs25033539,CIDs11375205,33.8,breast
MDAMB361,CIDs49867926,CIDs11375205,-13.5,breast
MDAMB361,CIDs00176166,CIDs11375205,4.4,breast
MDAMB361,CIDs00093860,CIDs11375205,20.9,breast
MDAMB361,CIDs11556711,CIDs11375205,16.9,breast
MDAMB361,CIDs11167602,CIDs11375205,1.84,breast
MDAMB361,CIDs24856436,CIDs11375205,5.71,breast
MDAMB361,CIDs49867930,CIDs11375205,4.62,breast
MDAMB361,CIDs25227436,CIDs00104741,34.1,breast
MDAMB361,CIDs24964624,CIDs00104741,44.4,breast
MDAMB361,CIDs25262792,CIDs00104741,25.6,breast
MDAMB361,CIDs17755052,CIDs00104741,43.9,breast
MDAMB361,CIDs25227436,CIDs00005376,21.0,breast
MDAMB361,CIDs24964624,CIDs00005376,22.1,breast
MDAMB361,CIDs25262792,CIDs00005376,19.6,breast
MDAMB361,CIDs17755052,CIDs00005376,17.6,breast
MDAMB361,CIDs00148177,CIDs51039095,-0.82,breast
MDAMB361,CIDs00001805,CIDs51039095,16.7,breast
MDAMB361,CIDs46930996,CIDs51039095,7.16,breast
MDAMB361,CIDs24978538,CIDs51039095,-0.332,breast
MDAMB361,CIDs10126189,CIDs51039095,15.8,breast
MDAMB361,CIDs11717001,CIDs51039095,-14.4,breast
MDAMB361,CIDs11656518,CIDs51039095,-7.16,breast
MDAMB361,CIDs25194865,CIDs51039095,1.97,breast
MDAMB361,CIDs00002719,CIDs51039095,-5.8,breast
MDAMB361,CIDs00104741,CIDs51039095,8.65,breast
MDAMB361,CIDs00148195,CIDs51039095,-10.8,breast
MDAMB361,CIDs00004261,CIDs51039095,1.3,breast
MDAMB361,CIDs00005311,CIDs51039095,-5.37,breast
MDAMB361,CIDs11955716,CIDs51039095,2.97,breast
MDAMB361,CIDs11707110,CIDs51039095,11.3,breast
MDAMB361,CIDs16719221,CIDs51039095,9.54,breast
MDAMB361,CIDs17754438,CIDs51039095,-4.04,breast
MDAMB361,CIDs11494412,CIDs51039095,-8.71,breast
MDAMB361,CIDs11597571,CIDs51039095,-3.67,breast
MDAMB361,CIDs00148191,CIDs51039095,16.9,breast
MDAMB361,CIDs06442177,CIDs51039095,0.28800000000000003,breast
MDAMB361,CIDs45375953,CIDs51039095,0.882,breast
MDAMB361,CIDs11520894,CIDs51039095,9.25,breast
MDAMB361,CIDs16720766,CIDs51039095,-0.7709999999999999,breast
MDAMB361,CIDs11625818,CIDs51039095,-1.03,breast
MDAMB361,CIDs25033539,CIDs51039095,2.83,breast
MDAMB361,CIDs49867926,CIDs51039095,-1.07,breast
MDAMB361,CIDs00176166,CIDs51039095,-2.24,breast
MDAMB361,CIDs00093860,CIDs51039095,-9.46,breast
MDAMB361,CIDs11556711,CIDs51039095,-10.2,breast
MDAMB361,CIDs11167602,CIDs51039095,3.13,breast
MDAMB361,CIDs24856436,CIDs51039095,4.92,breast
MDAMB361,CIDs49867930,CIDs51039095,-7.24,breast
MDAMB361,CIDs46244453,CIDs00003461,13.3,breast
MDAMB361,CIDs25227436,CIDs49800198,-16.3,breast
MDAMB361,CIDs46836568,CIDs49800198,51.3,breast
MDAMB361,CIDs49846579,CIDs49800198,0.57,breast
MDAMB361,CIDs24964624,CIDs16659841,5.82,breast
MDAMB361,CIDs00148177,CIDs16659841,-14.3,breast
MDAMB361,CIDs00001805,CIDs16659841,-5.05,breast
MDAMB361,CIDs46930996,CIDs16659841,-1.99,breast
MDAMB361,CIDs24978538,CIDs16659841,0.204,breast
MDAMB361,CIDs10126189,CIDs16659841,10.5,breast
MDAMB361,CIDs11717001,CIDs16659841,-34.7,breast
MDAMB361,CIDs25194865,CIDs16659841,5.33,breast
MDAMB361,CIDs00002719,CIDs16659841,-11.8,breast
MDAMB361,CIDs00104741,CIDs16659841,17.0,breast
MDAMB361,CIDs00148195,CIDs16659841,-1.0,breast
MDAMB361,CIDs00004261,CIDs16659841,-4.1,breast
MDAMB361,CIDs00005311,CIDs16659841,-13.4,breast
MDAMB361,CIDs11955716,CIDs16659841,5.8,breast
MDAMB361,CIDs11707110,CIDs16659841,6.37,breast
MDAMB361,CIDs16719221,CIDs16659841,12.6,breast
MDAMB361,CIDs17754438,CIDs16659841,7.2,breast
MDAMB361,CIDs11494412,CIDs16659841,0.736,breast
MDAMB361,CIDs11597571,CIDs16659841,-3.95,breast
MDAMB361,CIDs00148191,CIDs16659841,14.9,breast
MDAMB361,CIDs06442177,CIDs16659841,14.9,breast
MDAMB361,CIDs45375953,CIDs16659841,-8.72,breast
MDAMB361,CIDs11520894,CIDs16659841,12.9,breast
MDAMB361,CIDs16720766,CIDs16659841,9.84,breast
MDAMB361,CIDs11625818,CIDs16659841,0.201,breast
MDAMB361,CIDs25033539,CIDs16659841,-3.29,breast
MDAMB361,CIDs49867926,CIDs16659841,-18.0,breast
MDAMB361,CIDs00176166,CIDs16659841,10.8,breast
MDAMB361,CIDs00093860,CIDs16659841,-3.14,breast
MDAMB361,CIDs11556711,CIDs16659841,6.9,breast
MDAMB361,CIDs24856436,CIDs16659841,-11.2,breast
MDAMB361,CIDs49867930,CIDs16659841,-10.3,breast
MDAMB361,CIDs00148177,CIDs10127622,7.25,breast
MDAMB361,CIDs00001805,CIDs10127622,-0.184,breast
